productType,price,sqft,rooms,bathrooms,location,pricePerSqft,latitude,longitude
Apartment,3000000,1283,2,3,Downtown Dubai,2338.269680436477,25.187137,55.275907
Apartment,2200000,1130,2,2,Dubai Creek Harbour,1946.9026548672566,25.204346660306,55.34462779919
Apartment,1450000,776,1,1,Business Bay,1868.5567010309278,25.186525,55.286529
House,1700000,1830,3,3,DAMAC Hills 2 (Akoya by DAMAC),928.9617486338798,24.996489,55.391296
Apartment,600000,477,1,1,Town Square,1257.861635220126,25.00402253951,55.286084812296
Apartment,1300000,673,1,1,Dubai Creek Harbour,1931.6493313521546,25.203757789165,55.344225445111
Apartment,3000000,1231,2,3,Downtown Dubai,2437.043054427295,25.190936,55.271419
House,5600000,4500,4,5,Jumeirah Park,1244.4444444444443,25.054458143028,55.145723395613
Apartment,20185000,3762,4,5,Dubai Marina,5365.497076023392,25.079645,55.139158
Apartment,875000,700,1,2,Dubai Marina,1250.0,25.068199157715,55.13219833374
House,4295000,2647,3,4,The Springs,1622.591613146959,25.061172115583,55.181384511798
Apartment,2800000,1499,2,3,Dubai Marina,1867.9119412941961,25.084059,55.144741
House,3850000,3842,3,4,Al Furjan,1002.082248828735,25.021459780094,55.144057019476
House,2500000,4000,4,4,Jumeirah Village Circle (JVC),625.0,25.06442551615,55.20295990386
Apartment,600000,474,0,1,Arjan,1265.8227848101267,25.058824441,55.242206403204
Apartment,700000,657,1,2,Town Square,1065.4490106544902,25.005286,55.294615
House,4500000,2462,4,4,Dubai Hills Estate,1827.7822908204712,25.098793405011,55.253703993446
Apartment,1400000,2384,2,3,Jumeirah Village Circle (JVC),587.248322147651,25.064100684689,55.207621734403
Apartment,5999900,1452,2,3,Downtown Dubai,4132.1625344352615,25.194911,55.282549
Residence,2600000,2662,3,3,Serena,976.7092411720511,25.03386429036,55.285998559005
Apartment,425000,595,1,2,Dubai Production City (IMPZ),714.2857142857143,25.035863,55.201371
House,2250000,2264,3,2,Dubailand,993.8162544169611,25.070510455051,55.357393165238
Residence,4800000,3357,5,5,DAMAC Hills,1429.8480786416444,25.033183965895,55.259858143571
Apartment,7990000,2096,3,3,Dubai Harbour,3812.022900763359,25.097553295378,55.140221769405
Apartment,13900000,2129,3,5,Bluewaters Island,6528.886801315171,25.078628,55.123085
Residence,1500000,3255,3,4,Dubai South,460.8294930875576,24.945144,55.222208
House,3150000,2524,4,3,Reem,1248.0190174326467,25.002937018147,55.307288648994
House,8500000,4334,5,4,Dubai Sports City,1961.236732810337,25.034785656311,55.214531874495
House,8375000,4170,4,4,The Meadows,2008.3932853717026,25.068614507964,55.151990791493
Apartment,2100000,1134,2,2,Dubai Creek Harbour,1851.851851851852,25.203403263856,55.345295384249
Apartment,2100000,1127,2,2,Dubai Creek Harbour,1863.3540372670807,25.203403263856,55.345295384249
House,8500000,4802,5,5,Dubai Sports City,1770.0957934194087,25.034785656311,55.214531874495
Apartment,9900000,1609,2,3,Bluewaters Island,6152.889993784959,25.077388435798,55.123125939415
Apartment,5800000,2345,3,4,Dubai Marina,2473.347547974414,25.085399627686,55.149299621582
Apartment,3450000,1312,2,2,Dubai Creek Harbour,2629.5731707317073,25.207450198497,55.342617440562
House,9900000,8500,6,6,The Villa,1164.7058823529412,25.08116524144,55.350163008564
House,5300000,3063,3,4,Jumeirah Park,1730.3297420829253,25.054731244649,55.145401371737
Apartment,5900000,1154,1,2,Bluewaters Island,5112.651646447141,25.078628,55.123085
Residence,2410000,4584,4,5,Jumeirah Village Circle (JVC),525.7417102966841,25.049484891057,55.214546674308
House,4000000,2600,3,2,The Springs,1538.4615384615386,25.051049020967,55.174359600344
Apartment,390000,470,0,1,Jumeirah Village Circle (JVC),829.7872340425532,25.050797,55.205786
Apartment,1650000,1443,2,3,Jumeirah Golf Estates,1143.4511434511435,25.030412774435,55.206453827394
House,35000000,8000,4,6,Pearl Jumeirah,4375.0,25.223894457064,55.258361076301
House,9500000,5230,5,6,DAMAC Hills,1816.4435946462715,25.030984948341,55.255519136995
Apartment,3850000,1230,2,3,Jumeirah,3130.081300813008,25.239766957492,55.251476714629
Apartment,2450000,1139,2,2,Dubai Creek Harbour,2151.009657594381,25.208064561505,55.346900341472
Apartment,3300000,1639,3,4,Dubai Creek Harbour,2013.4228187919464,25.207239297319,55.347093704374
Apartment,5500000,2755,3,4,Dubai Marina,1996.3702359346642,25.085399627686,55.149299621582
Apartment,1345000,720,1,1,Dubai Hills Estate,1868.0555555555557,25.109677,55.244772
Apartment,500000,389,0,1,DAMAC Hills,1285.3470437017995,25.013331,55.251283
Apartment,500000,520,0,1,Arjan,961.5384615384615,25.061850144162,55.23236603884
House,3250000,2258,3,3,The Springs,1439.3268379096546,25.055639281637,55.178230577328
House,7000000,3501,5,5,Dubai Sports City,1999.4287346472436,25.041360755398,55.213809612319
Apartment,3400000,1311,2,3,Dubai Creek Harbour,2593.440122044241,25.207450198497,55.342617440562
Apartment,2750000,1586,2,4,Palm Jumeirah,1733.921815889029,25.110108,55.146875
Residence,3700000,2288,3,3,Dubai Hills Estate,1617.1328671328672,25.092683607735,55.253987543091
House,5850000,4052,5,5,The Villa,1443.731490621915,25.084028677199,55.355284533634
House,1280000,2296,3,3,DAMAC Hills 2 (Akoya by DAMAC),557.4912891986063,24.9883065,55.3804371
Apartment,3900000,2835,3,4,DAMAC Hills,1375.6613756613756,25.01639,55.254333
Apartment,2500000,1139,2,2,Dubai Creek Harbour,2194.9078138718173,25.208064561505,55.346900341472
House,10499999,7510,5,7,Meydan City,1398.1356857523301,25.143990020707,55.292466600726
House,9975000,9000,6,6,Green Community,1108.3333333333333,24.9960911,55.1659864
House,3500000,3745,3,3,DAMAC Hills,934.5794392523364,25.033416130055,55.259956525677
House,12500000,14776,7,7,Arabian Ranches,845.9664320519762,25.056578065433,55.285305489001
Apartment,1980000,1115,2,2,Dubai Creek Harbour,1775.7847533632287,25.205529422543,55.346511256165
House,2650000,1707,3,6,Jumeirah Village Circle (JVC),1552.431165787932,25.047282690487,55.207794972299
Apartment,2600000,1206,2,3,Dubai Hills Estate,2155.8872305140962,25.123709,55.260482
Apartment,8750000,2041,3,4,Downtown Dubai,4287.114159725625,25.195499,55.271766
Apartment,2100000,1376,2,3,Jumeirah Golf Estates,1526.1627906976744,25.029820958846,55.206913680835
Apartment,2650000,988,2,2,Dubai Hills Estate,2682.186234817814,25.112155019058,55.24843824293
Apartment,2450000,1326,2,3,Dubai Marina,1847.6621417797887,25.085300445557,55.144798278809
Apartment,550000,393,0,1,Jumeirah Village Circle (JVC),1399.4910941475828,25.067077618716,55.203515300999
Apartment,1000000,1354,3,3,Dubai Studio City,738.5524372230428,25.041898,55.248152
House,5175000,4775,4,5,The Villa,1083.7696335078533,25.090991552941,55.368693828066
House,3300000,1647,2,2,The Springs,2003.6429872495446,25.051049020967,55.174359600344
