productType,price,sqft,rooms,bathrooms,location,pricePerSqft
Apartment,2879999,1265,2,2,Dubai Design District,2276.6790513833994
Apartment,1399000,760,1,1,Dubai Creek Harbour,1840.7894736842106
Apartment,8909436,1914,2,3,Business Bay,4654.877742946708
Apartment,3401000,838,1,1,Dubai Harbour,4058.472553699284
Apartment,1900000,755,1,1,Business Bay,2516.5562913907283
Apartment,1200000,915,1,2,Jumeirah Village Circle (JVC),1311.4754098360656
Apartment,1399999,680,1,2,Dubai Hills Estate,2058.8220588235295
Apartment,1399999,680,1,2,Dubai Hills Estate,2058.8220588235295
Apartment,1399999,680,1,2,Dubai Hills Estate,2058.8220588235295
Apartment,1399999,891,1,2,Dubai Hills Estate,1571.267115600449
Apartment,1399999,680,1,2,Dubai Hills Estate,2058.8220588235295
House,95000000,26514,5,6,Palm Jumeirah,3583.012747982198
Apartment,1804000,1413,2,3,Arjan,1276.7162066525125
Apartment,3499999,1700,2,3,Jumeirah Beach Residence (JBR),2058.8229411764705
Apartment,2265000,1267,2,3,Dubai Hills Estate,1787.6874506708762
Apartment,1850000,879,1,2,Za'abeel,2104.664391353811
Apartment,1640000,812,1,1,Dubai Creek Harbour,2019.704433497537
Apartment,859000,756,1,1,Al Furjan,1136.2433862433863
Apartment,970938,934,2,3,Dubai South,1039.5481798715202
Apartment,650000,765,1,2,Dubai Science Park,849.6732026143791
Apartment,879000,774,1,1,Dubai Marina,1135.6589147286822
Apartment,1680000,943,2,2,Sobha Hartland,1781.5482502651114
House,5800000,4309,4,5,Arabian Ranches 2,1346.0199582269668
House,5600000,5243,6,6,DAMAC Lagoons,1068.090787716956
Residence,2450000,2515,4,4,Al Furjan,974.155069582505
Apartment,385000,385,0,1,Jumeirah Village Circle (JVC),1000.0
Apartment,988000,988,1,2,Dubai Production City (IMPZ),1000.0
Apartment,1679888,753,1,0,Dubai Creek Harbour,2230.9269588313414
Apartment,460000,380,0,1,Al Furjan,1210.5263157894738
Apartment,2900000,1798,3,4,Jumeirah Beach Residence (JBR),1612.9032258064517
Apartment,3600000,1099,2,3,Downtown Dubai,3275.705186533212
Apartment,1349999,759,1,2,Jumeirah Village Triangle (JVT),1778.6548089591568
House,80185714,36993,6,7,The World Islands,2167.5915443462277
Apartment,2418198,2142,4,5,Sobha Hartland,1128.9439775910364
Apartment,2600000,1176,2,3,Dubai Marina,2210.8843537414964
Apartment,765000,655,1,2,Jumeirah Village Circle (JVC),1167.9389312977098
Apartment,1350000,650,1,2,Jumeirah Village Triangle (JVT),2076.923076923077
Apartment,734660,418,0,1,Dubai Studio City,1757.5598086124403
Apartment,1256000,477,0,0,Business Bay,2633.1236897274634
Residence,2470000,2300,4,5,DAMAC Lagoons,1073.9130434782608
Apartment,1524391,1265,2,3,Jumeirah Village Circle (JVC),1205.0521739130436
Apartment,4100000,1199,2,3,Dubai Harbour,3419.516263552961
House,7699999,4983,4,6,Dubailand,1545.253662452338
Apartment,929000,940,1,2,Jumeirah Village Circle (JVC),988.2978723404256
Residence,2750000,2468,4,3,Mudon,1114.2625607779578
Apartment,1367888,681,1,1,Dubai Hills Estate,2008.6461086637298
Apartment,1050000,870,1,1,Dubai Studio City,1206.896551724138
Apartment,850000,450,0,1,Jumeirah Village Triangle (JVT),1888.888888888889
Apartment,3855476,1880,2,2,Ras Al Khor,2050.785106382979
Apartment,3428888,1639,3,3,Dubai Creek Harbour,2092.0610128126905
Apartment,9000000,2016,3,5,Bluewaters Island,4464.285714285715
Apartment,1649995,761,1,1,Dubai Creek Harbour,2168.193166885677
Apartment,2700000,1489,3,3,Dubai Creek Harbour,1813.2975151108126
Apartment,1669377,1498,2,3,Jumeirah Village Circle (JVC),1114.4038718291056
House,27441000,14441,6,8,Jumeirah Golf Estates,1900.214666574337
Apartment,1685888,757,1,1,Dubai Creek Harbour,2227.0647291941877
Apartment,1050000,498,1,1,Meydan City,2108.4337349397592
Apartment,2275828,1210,2,3,Nad Al Sheba,1880.8495867768595
House,2400000,1560,3,3,Arabian Ranches 3,1538.4615384615386
House,330000000,33044,7,11,Jumeirah,9986.684420772304
Residence,1850000,1826,4,4,DAMAC Lagoons,1013.1434830230011
Apartment,2986000,1375,2,3,Business Bay,2171.6363636363635
Apartment,1442000,744,1,2,Ras Al Khor,1938.1720430107528
Apartment,4800000,1828,3,3,Dubai Creek Harbour,2625.8205689277897
Apartment,4400000,1315,2,3,Dubai Harbour,3346.0076045627375
Apartment,8133000,2707,4,5,Umm Suqeim,3004.432951606945
Apartment,15885237,5125,4,5,Dubai Internet City,3099.5584390243903
House,2750000,2468,4,5,Mudon,1114.2625607779578
Residence,850000,1214,2,2,Dubai South,700.164744645799
Apartment,500000,442,0,1,Dubai Production City (IMPZ),1131.2217194570135
Apartment,1942000,2044,1,2,Al Furjan,950.0978473581214
Apartment,1010000,473,1,1,Business Bay,2135.306553911205
Apartment,3230000,1358,3,3,Dubai Hills Estate,2378.4977908689248
Apartment,1256000,447,0,1,Business Bay,2809.8434004474275
Apartment,1293472,588,1,1,Sobha Hartland,2199.78231292517
Apartment,584000,421,0,1,Arjan,1387.1733966745844
Apartment,2200000,862,1,1,Za'abeel,2552.2041763341067
House,4200000,2169,4,5,Dubai Hills Estate,1936.3762102351313
Apartment,7200000,1847,3,4,Downtown Dubai,3898.2133188955063
House,4750000,4329,4,4,Al Furjan,1097.2510972510972
Apartment,1050000,1014,1,2,Arjan,1035.5029585798816
Apartment,3000000,1777,3,3,Dubai Hills Estate,1688.2386043894203
Apartment,1945000,998,2,2,Dubai Creek Harbour,1948.8977955911823
Apartment,2000000,795,1,2,Dubai Design District,2515.723270440252
House,2470000,2020,2,2,The Springs,1222.7722772277227
House,42800000,16010,6,8,Jumeirah Golf Estates,2673.329169269207
Apartment,2595000,1099,2,2,Dubai Creek Harbour,2361.2374886260236
Apartment,2099999,1058,2,2,Dubai Creek Harbour,1984.87618147448
Residence,1454000,1975,3,4,DAMAC Hills 2 (Akoya by DAMAC),736.2025316455696
Apartment,5800000,1700,2,3,Downtown Dubai,3411.764705882353
Apartment,1350000,533,0,1,Business Bay,2532.8330206378987
Apartment,670000,403,0,1,Meydan City,1662.5310173697271
House,4800000,3547,4,5,Al Furjan,1353.2562729066817
House,4850000,3547,4,5,Al Furjan,1367.3526924161263
House,6000000,8038,5,7,Al Furjan,746.4543418760886
Apartment,625000,420,0,1,Mohammed Bin Rashid City,1488.095238095238
Residence,850000,1214,2,2,Dubai South,700.164744645799
Apartment,500000,442,0,1,Dubai Production City (IMPZ),1131.2217194570135
Apartment,1942000,2044,1,2,Al Furjan,950.0978473581214
Apartment,1010000,473,1,1,Business Bay,2135.306553911205
Apartment,3230000,1358,3,3,Dubai Hills Estate,2378.4977908689248
Apartment,1256000,447,0,1,Business Bay,2809.8434004474275
Apartment,1293472,588,1,1,Sobha Hartland,2199.78231292517
Apartment,584000,421,0,1,Arjan,1387.1733966745844
Apartment,2200000,862,1,1,Za'abeel,2552.2041763341067
House,4200000,2169,4,5,Dubai Hills Estate,1936.3762102351313
Apartment,7200000,1847,3,4,Downtown Dubai,3898.2133188955063
House,4750000,4329,4,4,Al Furjan,1097.2510972510972
Apartment,1050000,1014,1,2,Arjan,1035.5029585798816
Apartment,3000000,1777,3,3,Dubai Hills Estate,1688.2386043894203
Apartment,1945000,998,2,2,Dubai Creek Harbour,1948.8977955911823
Apartment,2000000,795,1,2,Dubai Design District,2515.723270440252
House,2470000,2020,2,2,The Springs,1222.7722772277227
House,42800000,16010,6,8,Jumeirah Golf Estates,2673.329169269207
Apartment,1200000,930,1,2,Business Bay,1290.3225806451612
House,5000000,4087,6,6,DAMAC Lagoons,1223.391240518718
Apartment,1350000,870,1,2,Jumeirah Village Triangle (JVT),1551.7241379310344
House,4400000,3800,4,5,Mudon,1157.8947368421052
Residence,2400000,2175,3,4,Arabian Ranches 3,1103.448275862069
House,5250000,3462,5,5,Arabian Ranches 3,1516.464471403813
Apartment,2763645,1154,1,2,Downtown Dubai,2394.8396880415944
Apartment,5300000,2440,3,4,Palm Jumeirah,2172.1311475409834
Apartment,7599000,1554,3,3,Downtown Dubai,4889.96138996139
Apartment,9600000,1826,3,5,Bluewaters Island,5257.393209200438
Residence,3100000,2608,3,3,Jebel Ali,1188.6503067484662
Residence,2000000,2784,4,4,Dubai South,718.3908045977012
Apartment,2000000,1616,2,3,Dubai Marina,1237.6237623762377
Apartment,3600000,798,1,1,Bluewaters Island,4511.278195488721
Apartment,2990000,735,1,2,Dubai Harbour,4068.0272108843537
Apartment,2290000,841,1,1,Dubai Marina,2722.94887039239
Apartment,380000,390,0,1,Dubai Sports City,974.3589743589744
Residence,1300000,1347,2,3,Dubailand,965.1076466221232
Residence,1800000,1895,3,3,Dubailand,949.868073878628
Apartment,1047200,1161,1,2,Al Furjan,901.9810508182601
Apartment,2200000,1100,2,3,Dubai Creek Harbour,2000.0
Apartment,17283000,4164,3,5,Al Wasl,4150.576368876081
Apartment,2646755,1335,2,3,Sobha Hartland,1982.5880149812733
Apartment,973000,707,1,2,Arjan,1376.2376237623762
House,869999,1696,3,3,DAMAC Hills 2 (Akoya by DAMAC),512.971108490566
Apartment,1999999,1064,2,3,Dubai Hills Estate,1879.6983082706768
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,1999999,1064,2,3,Dubai Hills Estate,1879.6983082706768
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,1999999,1064,2,3,Dubai Hills Estate,1879.6983082706768
Apartment,1999999,1064,2,3,Dubai Hills Estate,1879.6983082706768
Apartment,1999999,1064,2,3,Dubai Hills Estate,1879.6983082706768
Apartment,3300000,1176,2,2,Dubai Marina,2806.122448979592
Apartment,1691260,1387,2,3,Arjan,1219.3655371304974
Apartment,4627346,1623,1,2,Palm Jumeirah,2851.106592729513
Apartment,880000,690,1,2,Meydan City,1275.3623188405797
Residence,895000,1302,2,2,Dubai South,687.4039938556068
Apartment,470000,710,1,2,Dubai Investment Park (DIP),661.9718309859155
Apartment,2087031,1693,2,3,Arjan,1232.7412876550502
House,4490000,1290,2,3,Dubai Harbour,3480.6201550387595
Apartment,7590000,1992,3,3,Dubai Harbour,3810.240963855422
Residence,2150000,3332,3,4,Serena,645.2581032412966
Apartment,8000000,2217,3,4,Dubai Harbour,3608.4799278304013
Apartment,1753400,862,2,3,Business Bay,2034.106728538283
Apartment,1050000,488,1,1,Sobha Hartland,2151.6393442622953
Apartment,2999999,1539,3,4,Sobha Hartland,1949.3170890188435
Apartment,575000,405,0,1,Dubai Studio City,1419.7530864197531
Apartment,2500000,1161,2,3,Za'abeel,2153.3161068044787
Apartment,750000,755,1,2,Arjan,993.3774834437086
Apartment,1050000,1081,1,2,Arjan,971.322849213691
Apartment,3050000,2600,1,1,Arjan,1173.076923076923
Apartment,1470000,1700,1,1,Arjan,864.7058823529412
Apartment,630000,609,0,1,Jumeirah Village Circle (JVC),1034.4827586206898
House,3500000,2714,3,4,The Springs,1289.6094325718498
House,2700000,4000,4,5,Dubai South,675.0
House,65440000,22969,7,9,Mohammed Bin Rashid City,2849.0574252253036
House,6000000,3923,4,6,Mohammed Bin Rashid City,1529.4417537598777
Apartment,930000,882,1,2,Jumeirah Village Circle (JVC),1054.421768707483
Apartment,3930036,893,1,2,Dubai Harbour,4400.936170212766
Apartment,800000,800,1,1,Jumeirah Lake Towers (JLT),1000.0
Apartment,3590000,1600,3,4,Dubai Creek Harbour,2243.75
Apartment,700000,568,1,1,Arjan,1232.394366197183
Apartment,380000,484,0,1,Discovery Gardens,785.1239669421487
Apartment,3600000,1184,2,3,Downtown Dubai,3040.5405405405404
Apartment,11500000,3897,4,5,Umm Suqeim,2950.9879394405953
Residence,20000000,82576,0,0,Jumeirah Village Triangle (JVT),242.20112381321448
Apartment,706288,771,1,2,Jumeirah Village Circle (JVC),916.0674448767834
Apartment,4489000,1148,2,3,Dubai Harbour,3910.2787456445994
Apartment,987000,676,1,2,Arjan,1460.0591715976332
Apartment,1752000,1188,2,3,Arjan,1474.7474747474748
House,2550000,1915,4,5,DAMAC Hills,1331.5926892950392
Apartment,2500000,2062,3,4,Business Bay,1212.4151309408342
Residence,28000000,6310,4,5,Bluewaters Island,4437.400950871633
Apartment,1300000,680,1,2,Dubai Hills Estate,1911.764705882353
Apartment,1900000,865,1,2,Dubai Marina,2196.5317919075146
House,3999999,3229,4,5,Arabian Ranches 3,1238.7733044286156
Apartment,800000,890,2,2,Jumeirah Village Circle (JVC),898.876404494382
Apartment,1168000,1229,1,2,Dubai Residence Complex,950.3661513425549
Apartment,1140000,1313,2,2,Dubai South,868.2406702208682
Apartment,710000,460,0,1,Dubai Studio City,1543.4782608695652
Apartment,1695000,1620,1,2,Jumeirah Village Circle (JVC),1046.2962962962963
House,14500000,5600,4,5,Dubai Hills Estate,2589.285714285714
Apartment,1250000,1100,1,2,Business Bay,1136.3636363636363
Apartment,1388000,1181,2,3,City of Arabia,1175.2751905165114
Apartment,2700000,1434,2,3,Downtown Dubai,1882.8451882845188
Apartment,2900000,1900,2,3,Palm Jumeirah,1526.3157894736842
Apartment,544999,460,0,1,Jumeirah Village Circle (JVC),1184.7804347826086
Apartment,3400000,1120,2,2,Dubai Marina,3035.714285714286
Apartment,1427564,1142,2,3,Jumeirah Village Circle (JVC),1250.0560420315237
Apartment,4500000,1316,2,3,Dubai Harbour,3419.452887537994
Apartment,3850000,798,1,2,Bluewaters Island,4824.561403508772
Apartment,980000,1370,2,2,Jumeirah Village Triangle (JVT),715.3284671532847
Apartment,10000000,3242,4,5,Mina Rashid,3084.5157310302284
Apartment,1200000,531,1,1,Sobha Hartland,2259.8870056497176
Apartment,370000,465,0,1,Dubai Studio City,795.6989247311828
Apartment,374999,490,0,1,Discovery Gardens,765.304081632653
Apartment,1100000,970,1,1,Jumeirah Village Triangle (JVT),1134.020618556701
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
House,8800000,5684,5,6,Al Barari,1548.2054890921886
Apartment,737971,964,1,2,Dubai Sports City,765.5300829875519
Apartment,2500000,1338,2,3,Dubai Marina,1868.4603886397608
Apartment,4340000,934,1,1,Business Bay,4646.680942184154
Apartment,1355000,782,1,2,Dubai Hills Estate,1732.7365728900256
Apartment,3400000,1163,1,1,Business Bay,2923.4737747205504
House,3800000,3497,4,5,Al Furjan,1086.6456963111239
Apartment,1800000,1426,3,3,Al Jaddaf,1262.272089761571
Apartment,1245000,1398,2,3,Arjan,890.5579399141631
Apartment,1250000,1389,2,3,Arjan,899.9280057595392
Apartment,1179051,971,1,2,Jumeirah Village Circle (JVC),1214.264675592173
Apartment,1600000,753,1,2,Dubai Creek Harbour,2124.8339973439574
Apartment,4500000,1316,2,3,Dubai Harbour,3419.452887537994
Apartment,3850000,798,1,2,Bluewaters Island,4824.561403508772
Apartment,980000,1370,2,2,Jumeirah Village Triangle (JVT),715.3284671532847
Apartment,10000000,3242,4,5,Mina Rashid,3084.5157310302284
Apartment,1200000,531,1,1,Sobha Hartland,2259.8870056497176
Apartment,370000,465,0,1,Dubai Studio City,795.6989247311828
Apartment,374999,490,0,1,Discovery Gardens,765.304081632653
Apartment,1100000,970,1,1,Jumeirah Village Triangle (JVT),1134.020618556701
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
Apartment,3499999,1770,3,4,Dubai Hills Estate,1977.4005649717515
House,8800000,5684,5,6,Al Barari,1548.2054890921886
Apartment,737971,964,1,2,Dubai Sports City,765.5300829875519
Apartment,2500000,1338,2,3,Dubai Marina,1868.4603886397608
Apartment,4340000,934,1,1,Business Bay,4646.680942184154
Apartment,1355000,782,1,2,Dubai Hills Estate,1732.7365728900256
Apartment,3400000,1163,1,1,Business Bay,2923.4737747205504
House,3800000,3497,4,5,Al Furjan,1086.6456963111239
Apartment,1800000,1426,3,3,Al Jaddaf,1262.272089761571
Apartment,1054357,841,1,2,Jumeirah Village Circle (JVC),1253.6944114149821
Apartment,480999,527,0,1,Dubai Residence Complex,912.7115749525617
Apartment,7900000,1996,3,4,Dubai Harbour,3957.9158316633266
Apartment,537500,716,1,2,Jumeirah Village Circle (JVC),750.6983240223464
Apartment,3800000,1211,2,3,Downtown Dubai,3137.9025598678777
House,2800000,3200,4,5,Jumeirah Village Circle (JVC),875.0
Apartment,1250000,800,1,1,The Greens,1562.5
Apartment,2900000,1137,2,3,Downtown Dubai,2550.571679859279
House,10000000,5825,4,5,Tilal Al Ghaf,1716.7381974248926
Apartment,707172,827,1,2,International City,855.1051995163241
Apartment,10500000,2235,3,5,Downtown Dubai,4697.986577181208
Apartment,1150000,844,1,2,Jumeirah Village Circle (JVC),1362.5592417061612
Apartment,2100000,812,1,1,Downtown Dubai,2586.206896551724
Apartment,7227000,1713,3,5,Meydan City,4218.91418563923
Apartment,1100000,798,1,1,Mohammed Bin Rashid City,1378.4461152882207
Apartment,1400000,676,1,1,Dubai Creek Harbour,2071.005917159763
Apartment,825000,572,1,1,Meydan City,1442.3076923076924
House,9200000,7363,6,7,Golf City,1249.4906967268776
Apartment,5500000,1452,2,3,Downtown Dubai,3787.878787878788
Apartment,1054000,863,0,1,City of Arabia,1221.3209733487834
Residence,2031500,3698,4,5,Dubai Investment Park (DIP),549.3510005408328
Apartment,639000,378,0,1,Dubai Sports City,1690.4761904761904
House,22999999,11000,5,6,Tilal Al Ghaf,2090.909
Apartment,2990000,1680,3,3,Sobha Hartland,1779.7619047619048
Apartment,973980,971,1,2,Jumeirah Village Circle (JVC),1003.0690010298662
Apartment,941506,923,2,3,Dubai South,1020.0498374864572
Residence,780000,1078,1,2,Dubailand,723.5621521335808
Apartment,11150000,2104,3,5,Bluewaters Island,5299.429657794677
Apartment,499000,403,0,1,Arjan,1238.213399503722
Apartment,5189644,1977,3,3,Business Bay,2625.0096105209914
Apartment,1585730,650,1,2,Business Bay,2439.5846153846155
Apartment,540750,430,0,1,Jumeirah Village Circle (JVC),1257.5581395348838
Apartment,2000000,1007,2,2,Dubai Creek Harbour,1986.0973187686197
Apartment,1548000,847,1,2,Jumeirah Village Triangle (JVT),1827.6269185360095
House,39000000,6447,4,5,Palm Jumeirah,6049.32526756631
Apartment,3419000,1376,2,3,Business Bay,2484.7383720930234
Apartment,395000,750,1,2,Dubai Silicon Oasis,526.6666666666666
Apartment,2020000,1180,2,2,Jumeirah Lake Towers (JLT),1711.864406779661
Apartment,5481888,1471,2,3,Dubai Harbour,3726.640380693406
Residence,4000000,2015,4,4,Mohammed Bin Rashid City,1985.1116625310174
Residence,2199998,2300,4,6,DAMAC Lagoons,956.5208695652174
Residence,2470000,2283,3,3,DAMAC Lagoons,1081.909767849321
Apartment,2200000,820,1,2,Business Bay,2682.9268292682927
House,2400000,3297,4,5,Dubai South,727.9344858962693
House,13982000,8055,5,6,Jumeirah Golf Estates,1735.8162631905648
Residence,1950000,2277,4,4,DAMAC Lagoons,856.3899868247694
Apartment,3076758,1506,3,4,Sobha Hartland,2043.0
Apartment,939990,875,1,2,Jumeirah Village Circle (JVC),1074.2742857142857
Apartment,2990000,733,1,2,Dubai Harbour,4079.1268758526603
Apartment,1400000,703,1,2,Dubai Creek Harbour,1991.4651493598863
Apartment,5526648,1914,3,4,Business Bay,2887.485893416928
Apartment,8500000,6191,4,5,Jumeirah Beach Residence (JBR),1372.9607494750444
Apartment,5080009,1909,3,4,Business Bay,2661.0838135149293
Apartment,670169,751,1,2,Dubai Residence Complex,892.3688415446072
Apartment,670000,901,0,1,Al Quoz,743.6182019977803
Apartment,2200000,1066,2,2,Dubai Hills Estate,2063.7898686679173
Apartment,647000,501,0,1,City of Arabia,1291.4171656686626
Apartment,6958828,1256,1,2,Palm Jumeirah,5540.468152866242
Apartment,3000000,1863,2,3,Sobha Hartland,1610.3059581320451
Apartment,1900000,1679,2,4,Jumeirah Lake Towers (JLT),1131.6259678379988
Apartment,3700000,1245,2,2,Dubai Marina,2971.887550200803
Apartment,1040896,797,1,2,Jumeirah Village Circle (JVC),1306.01756587202
Apartment,3199300,1680,3,4,Jumeirah Village Circle (JVC),1904.345238095238
Apartment,1642828,776,1,2,Sobha Hartland,2117.046391752577
House,17999000,10670,6,7,Tilal Al Ghaf,1686.8791002811622
Apartment,355000,742,1,2,International City,478.4366576819407
Apartment,3200000,1620,3,3,Dubai Creek Harbour,1975.3086419753085
Apartment,1500000,884,1,1,Downtown Dubai,1696.8325791855204
Apartment,850000,738,1,1,Arjan,1151.7615176151762
Residence,1950000,2277,4,4,DAMAC Lagoons,856.3899868247694
Apartment,3102888,1600,3,3,Dubai Creek Harbour,1939.305
Apartment,3100000,913,1,2,Dubai Marina,3395.3997809419498
House,1950000,2737,4,5,DAMAC Lagoons,712.4588966021191
House,5725000,3624,4,4,The Meadows,1579.7461368653421
House,25000000,10344,5,7,Tilal Al Ghaf,2416.8600154679043
Apartment,4982888,1378,2,2,Dubai Harbour,3616.029027576197
Apartment,1752733,1422,2,3,Jumeirah Village Circle (JVC),1232.582981715893
Residence,2070000,2277,4,3,DAMAC Lagoons,909.0909090909091
Apartment,861000,911,1,2,Jumeirah Village Circle (JVC),945.1152579582875
House,3550000,2700,2,3,Jumeirah Village Triangle (JVT),1314.8148148148148
Apartment,5820000,1469,2,2,Dubai Harbour,3961.8788291354663
House,15000000,8366,5,5,Mohammed Bin Rashid City,1792.9715515180492
Residence,2260000,1979,3,3,Arabian Ranches 3,1141.9909044972208
Apartment,5186090,1309,2,2,Bluewaters Island,3961.871657754011
Apartment,5186090,1309,2,2,Bluewaters Island,3961.871657754011
Apartment,5200000,1280,2,3,Dubai Harbour,4062.5
Apartment,485499,527,0,1,Dubai Residence Complex,921.2504743833017
Apartment,477999,527,0,1,Dubai Residence Complex,907.0189753320683
Apartment,2000000,760,1,2,Downtown Dubai,2631.5789473684213
House,3200000,3213,5,7,DAMAC Lagoons,995.9539371304077
Apartment,6300000,1800,3,4,Downtown Dubai,3500.0
Apartment,6375000,1984,3,4,Downtown Dubai,3213.2056451612902
Residence,2700000,2156,3,4,Tilal Al Ghaf,1252.3191094619667
Apartment,710000,744,1,2,Jumeirah Village Circle (JVC),954.3010752688172
Residence,3000000,2562,4,4,Arabian Ranches 3,1170.96018735363
Residence,3660000,3207,4,5,Jebel Ali,1141.2535079513564
Apartment,345000,742,1,2,International City,464.9595687331536
House,4850000,4441,4,4,Arabian Ranches 3,1092.0963746903851
Residence,517000,350,0,1,DAMAC Hills 2 (Akoya by DAMAC),1477.142857142857
Apartment,4500000,1107,2,2,Dubai Harbour,4065.040650406504
Residence,2470000,2287,4,4,DAMAC Lagoons,1080.017490161784
Apartment,4800000,1721,3,4,Downtown Dubai,2789.076118535735
Apartment,370000,368,0,1,Arjan,1005.4347826086956
Apartment,8600000,1884,3,4,Downtown Dubai,4564.755838641189
Apartment,2800000,2300,2,3,Business Bay,1217.391304347826
Residence,2950000,2184,5,6,DAMAC Lagoons,1350.7326007326008
Residence,2888888,3114,5,6,DAMAC Lagoons,927.7096981374438
House,17000000,11000,6,6,DAMAC Hills,1545.4545454545455
House,2350000,1908,3,4,Arabian Ranches 3,1231.6561844863731
Apartment,1000000,527,0,1,Business Bay,1897.5332068311195
Apartment,4600000,1092,1,1,Bluewaters Island,4212.454212454212
Residence,4000000,3453,6,6,DAMAC Hills,1158.4129742253112
Apartment,1580000,627,1,2,Meydan City,2519.9362041467307
Residence,2100000,2015,4,4,Dubailand,1042.183622828784
Apartment,1822000,1063,3,2,Al Furjan,1714.0169332079022
Apartment,2940595,1651,3,4,Dubai Creek Harbour,1781.099333737129
Apartment,650000,1257,1,2,Dubai Residence Complex,517.104216388226
Residence,2700000,2156,3,4,Tilal Al Ghaf,1252.3191094619667
Apartment,710000,744,1,2,Jumeirah Village Circle (JVC),954.3010752688172
Residence,3000000,2562,4,4,Arabian Ranches 3,1170.96018735363
Residence,3660000,3207,4,5,Jebel Ali,1141.2535079513564
Apartment,345000,742,1,2,International City,464.9595687331536
House,4850000,4441,4,4,Arabian Ranches 3,1092.0963746903851
Residence,517000,350,0,1,DAMAC Hills 2 (Akoya by DAMAC),1477.142857142857
Apartment,4500000,1107,2,2,Dubai Harbour,4065.040650406504
Residence,2470000,2287,4,4,DAMAC Lagoons,1080.017490161784
Apartment,4800000,1721,3,4,Downtown Dubai,2789.076118535735
Apartment,370000,368,0,1,Arjan,1005.4347826086956
Apartment,8600000,1884,3,4,Downtown Dubai,4564.755838641189
Apartment,2800000,2300,2,3,Business Bay,1217.391304347826
Residence,2950000,2184,5,6,DAMAC Lagoons,1350.7326007326008
Residence,2888888,3114,5,6,DAMAC Lagoons,927.7096981374438
House,17000000,11000,6,6,DAMAC Hills,1545.4545454545455
House,2350000,1908,3,4,Arabian Ranches 3,1231.6561844863731
Apartment,1000000,527,0,1,Business Bay,1897.5332068311195
Apartment,4600000,1092,1,1,Bluewaters Island,4212.454212454212
Residence,4000000,3453,6,6,DAMAC Hills,1158.4129742253112
Apartment,1580000,627,1,2,Meydan City,2519.9362041467307
House,12131000,3629,3,4,Business Bay,3342.794158170295
Residence,2800000,1986,4,5,Jumeirah Village Circle (JVC),1409.8690835850957
House,21159000,11318,6,10,DAMAC Hills,1869.499911645167
Apartment,1700000,1370,2,3,Mirdif,1240.8759124087592
Apartment,13000000,2704,4,5,Downtown Dubai,4807.692307692308
Apartment,1596000,1362,2,2,City of Arabia,1171.8061674008811
Apartment,2459640,1757,3,4,Jumeirah Village Circle (JVC),1399.908935685828
House,3250000,2690,2,2,Jumeirah Village Triangle (JVT),1208.17843866171
Apartment,900000,800,1,2,Dubai Residence Complex,1125.0
Apartment,2590000,745,1,2,Dubai Harbour,3476.510067114094
Apartment,880000,1482,1,2,Jumeirah Village Circle (JVC),593.7921727395411
Apartment,1550000,987,1,2,Bur Dubai,1570.4154002026341
House,2450000,2290,4,4,DAMAC Lagoons,1069.8689956331878
Apartment,900000,1060,2,2,Majan,849.0566037735849
Apartment,1200000,978,1,2,Dubai Marina,1226.993865030675
Residence,22900000,3337,2,2,Palm Jumeirah,6862.4513035660775
Apartment,713459,920,0,1,Dubai Studio City,775.4989130434783
Apartment,700000,648,1,2,Jumeirah Village Circle (JVC),1080.2469135802469
House,20000000,5800,5,7,Mohammed Bin Rashid City,3448.2758620689656
Apartment,1350000,757,1,1,Jumeirah Village Triangle (JVT),1783.3553500660503
Apartment,1637000,905,2,2,Business Bay,1808.8397790055249
Apartment,8621828,1642,2,3,Palm Jumeirah,5250.808769792936
Apartment,6899999,2200,3,4,Dubai Harbour,3136.3631818181816
House,6000000,8764,3,4,Jumeirah Park,684.6188954815153
House,15000000,4379,4,5,Business Bay,3425.439598081754
House,12131000,3629,3,4,Business Bay,3342.794158170295
Residence,2800000,1986,4,5,Jumeirah Village Circle (JVC),1409.8690835850957
House,21159000,11318,6,10,DAMAC Hills,1869.499911645167
Apartment,1700000,1370,2,3,Mirdif,1240.8759124087592
Apartment,13000000,2704,4,5,Downtown Dubai,4807.692307692308
Apartment,1596000,1362,2,2,City of Arabia,1171.8061674008811
